region,year,tourism_spending,tourism_spending_prev_year,destination_search,avg_stay_time,avg_lodging_days,visitor_count,date,tourism_spending_recovery_rate,tourism_spending_growth_rate,visitor_score,spending_score,search_score,stay_time_score,lodging_score,tourism_recovery_index,tourism_consumption_share,spending_per_visitor,visitor_per_search
인천광역시,2023,8280674915.0,7411856855.0,31969775.0,1171.9,2.74,175109028.0,2023-01-01,1.117220026910517,0.11722002691051701,0.23767094715082168,0.17161194899848506,0.19335141338297346,0.17562008882815175,0.28664495114006566,0.20768165551820847,0.05402141909880644,47.288680712681476,5.477330634951294
인천광역시,2024,8555099812.0,8280674915.0,36924663.0,1098.5,2.764,177319548.0,2024-01-01,1.0331404021794037,0.033140402179403755,0.24114593474107807,0.17759525430922574,0.22527386734447138,0.13549709600273319,0.3335504885993482,0.21758188864419356,0.05515848087701294,48.246794606085956,4.802198140576124
인천광역시,2025,8452313172.0,8555099812.0,35885184.0,1116.6,2.8040000000000003,185482860.0,2025-01-01,0.9879853371370578,-0.012014662862942177,0.253978846406836,0.1753541899753829,0.21857690052676654,0.1453911855141783,0.41172638436482145,0.22822704800791893,0.05521315122993954,45.569241125568155,5.168786650223112
전라남도,2020,2785129354.0,2911956515.0,11478039.0,1580.909090909091,2.717272727272728,110317383.0,2020-01-01,0.9564460662971129,-0.04355393370288704,0.135817011277227,0.051792183007833274,0.061330972345523205,0.3991986831071218,0.24222682854604866,0.13269150391993978,0.023376744923183885,25.246513996801394,9.611169904545541
전라남도,2021,3125186883.0,2785129354.0,13049111.0,1495.0,2.7322727272727274,114436973.0,2021-01-01,1.1220975709841303,0.12209757098413031,0.14229310021871788,0.05920648120550393,0.07145279015254498,0.35223778612914247,0.2715427894580993,0.13711849001649973,0.024512681505876092,27.309241070191536,8.769714120755046
전라남도,2022,3606604403.0,3125186883.0,14808197.0,1604.409090909091,2.7145454545454544,126800233.0,2022-01-01,1.1540443941508762,0.15404439415087612,0.16172842542505547,0.06970286121908416,0.08278591046713443,0.4120446004286114,0.23689665383476435,0.15088069351300637,0.024138838638673776,28.4432001240881,8.562840769879006
전라남도,2023,3605970422.0,3606604403.0,15803635.0,1439.8636363636365,2.665,128427117.0,2023-01-01,0.9998242166511324,-0.00017578334886760797,0.164285923982312,0.06968903848679683,0.08919913791577214,0.3220983321427463,0.14006514657980473,0.13424866419614218,0.023524608975035693,28.077951963992152,8.126428951314049
전라남도,2024,3566897798.0,3605970422.0,17480131.0,1331.409090909091,2.687272727272727,126777920.0,2024-01-01,0.9891644635348038,-0.01083553646519622,0.16169334888283854,0.06883713532043152,0.1000001623539906,0.2628133055874771,0.1835949067219422,0.13379999896272107,0.022997354596059102,28.135008036099663,7.252687065102658
전라남도,2025,3597760801.0,3566897798.0,16412478.0,1369.2272727272727,2.735,132694562.0,2025-01-01,1.008652617694094,0.008652617694094077,0.1709944443382019,0.06951004354331519,0.09312168119773538,0.28348603907196324,0.27687296416938095,0.14681158292813665,0.023501697955632898,27.11309903566357,8.084980342395585
전북특별자치도,2020,2558523584.0,2958247136.0,8731045.0,1420.071428571429,2.6635714285714287,83792698.0,2020-01-01,0.8648782425458588,-0.13512175745414126,0.09411960468942857,0.046851481482907555,0.04363313750091904,0.3112792229977063,0.13727315030246662,0.09587319068190192,0.02147474878221338,30.53396829399144,9.5970984000197
